ID;Nome;Artista;Ano
4059;Dois Amigos;Julio Iglesias/Zezé Di Camargo & Luciano (Sony);1999
4060;Tu Mandas no Meu Coração;Os Travessos (Atração);1999
4061;You'll Be In My Heart;Phil Collins (Abril);1999
4062;Eu Não Vou;Fat Family (EMI);1999
4063;Lamba Tchan;É O Tchan (Universal);1999
4064;Amanhã;Roberta Miranda & Reginaldo Rossi (Universal);1999
4065;Y, Si Fuera Ella?;Alejandro Sanz (Warner);1999
4066;Minha Deusa;Katinguelê (Continental);1999
4067;A Gente Se Entrega;Rionegro & Solimões (Polydor);1999
4068;Mania de Você;Pepê & Neném (Virgin);1999
4069;Livin' La Vida Loca;Ricky Martin (Sony);1999
4070;Dança do Vampiro;Asa de Águia (BMG);1999
4071;Carona do Amor;Exaltasamba (EMI);1999
4072;Juliana (A Boa);Raça Pura (BMG);1999
4073;No Fundo do Coração;Sandy & Junior (Universal);1999
4074;Last Kiss;Pearl Jam (Sony);1999
4075;Kiss Me;Sixpence None The Richer (Warner);1999
4076;Tô Fazendo Falta;Joanna (BMG);1999
4077;Vida Vazia;Bruno & Marrone (Abril);1999
4078;To Love You More;Celine Dion (Sony);1999
4079;A Mais Pedida;Raimundos (Warner);1999
4080;Te Perdi;Chris Durán (Universal);1999
4081;You Get What You Give;New Radicals (Universal);1999
4082;Declaração de Amor;Daniel (Continental);1999
4083;Fácil;Jota Quest (Sony);1999
4084;Palpite;Terra Samba (Globo/Universal);1999
4085;Cara de Pau;Rick & Renner (Continental);1999
4086;Meu Casamento;Kiloucura (BMG);1999
4087;Muleca;Rick & Renner (Continental);1999
4088;Doo Wop (That Thing);Lauryn Hill (Sony);1999
4089;Pretty Fly (For A White Guy);The Offspring (Sony);1999
4090;Never There;Cake (Universal);1999
4091;Uh! Tiazinha;Tiazinha & Vinny (Sony);1999
4092;Garçon;Reginaldo Rossi (Sony);1999
4093;I Still Believe;Mariah Carey (Sony);1999
4094;Every Morning;Sugar Ray (Warner);1999
4095;...Baby One More Time;Britney Spears (Virgin);1999
4096;Sai da Frente;Art Popular (EMI);1999
4097;Sometimes;Britney Spears (Virgin);1999
4098;Pelados em Santos;Titãs (Warner);1999
4099;Scar Tissue;Red Hot Chili Peppers (Warner);1999
4100;De Ladinho;Banda Eva (Universal);1999
4101;Cadê Você Que Não Está;Sandy & Junior (Universal);1999
4102;Amor I Love You;Marisa Monte (EMI);2000
4103;Se Eu Não Te Amasse Tanto Assim;Ivete Sangalo (Universal);2000
4104;Smooth;Santana feat. Rob Thomas (BMG);2000
4105;Xibom Bombom;As Meninas (Universal);2000
4106;Tô Te Filmando (Sorria);Os Travessos (Continental);2000
4107;What A Girl Wants;Christina Aguilera (BMG);2000
4108;Anna Julia;Los Hermanos (Abril);2000
4109;Music;Madonna (Warner);2000
4110;El Arbi;Khaled (Universal);2000
4111;Minha Razão de Viver;Ara Ketu (Sony);2000
4112;Maria Maria;Santana feat. The Product G&B (BMG);2000
4113;Vai Dar Samba;Daniel (Continental);2000
4114;I Knew I Loved You;Savage Garden (Sony);2000
4115;Demorô;Hannah Lima (Abril);2000
4116;Shape Of My Heart;Backstreet Boys (Virgin);2000
4117;Separação;Casa Nossa (RDS);2000
4118;A Dor Desse Amor;KLB (Sony);2000
4119;Papo de Jacaré;P.O. Box (Abril);2000
4120;Face Oculta;Ara Ketu (Sony);2000
4121;Show Me The Meaning Of Broken Heart;Backstreet Boys (Virgin);2000
4122;Pensando em Você;Maurício Manieri (Abril);2000
4123;Bye Bye Bye;N Sync (Virgin);2000
4124;Você Virou Saudade;Só Pra Contrariar (BMG);2000
4125;I Turn To You;Christina Aguilera (BMG);2000
4126;Esperando na Janela;Cogumelo Plutão (Universal);2000
4127;Devolva-me;Adriana Calcanhotto (BMG);2000
4128;Rock DJ;Robbie Williams (Virgin);2000
4129;Nada Me Faz Esquecer;Pepê & Neném (Virgin);2000
4130;Colombina;Ed Motta (Universal);2000
4131;Holler;Spice Girls (Virgin);2000
4132;Keep On Movin';Five (BMG);2000
4133;Morango do Nordeste;Karametade (Sony);2000
4134;Me Lambe;Raimundos (Warner);2000
4135;Não Tem Porquê... (Good Bye);É D+ (Atração);2000
4136;Come On Over Baby (All I Want Is You);Christina Aguilera (BMG);2000
4137;Deixaria Tudo;Leonardo (BMG);2000
4138;Perdi Você;Twister (Abril);2000
4139;Te Quero Tanto;Maurício Manieri (Abril);2000
4140;Três Lados;Skank (Sony);2000
4141;Antes de Voltar Pra Casa;Zezé Di Camargo & Luciano (Sony);2000
4142;Heartbreaker;Mariah Carey feat. Jay-Z (Sony);2000
4143;I Will Fly With You;Gigi D'Agostino (Building);2000
4144;História de Amor;Juventude S/A (Atração);2000
4145;Oops!... I Did It Again;Britney Spears (Virgin);2000
4146;Balada do Amor Inabalável;Skank (Sony);2000
4147;If I Let You Go;Westlife (BMG);2000
4148;Ela Não Está Aqui;KLB (Sony);2000
4149;Fissuras de Um Casal;Bala, Bombom & Chocolate (Abril);2000
4150;Simarik;Tarkan (Universal);2000
4151;Será Que Foi Saudade?;Zezé Di Camargo & Luciano (Sony);2000
4152;Vem Neném;Harmonia do Samba (Abril);2000
4153;Popozuda Rock n' Roll;De Falla (Sony);2000
4154;A Cera (... Me Pirou o Cabeção);O Surto (Virgin);2000
4155;Banho de Chuveiro;Terra Samba (Universal);2000
4156;Como Vai Você;Daniela Mercury (BMG);2000
4157;Meu Querubim;Os Travessos (Continental);2000
4158;Never Be The Same Again;Melanie C (Virgin);2000
4159;Coração Vazio;Chitãozinho & Xororó/Reba McEntire (Universal);2000
4160;Chega de Sofrer;Pique Novo (Paradoxx);2000
4161;Tele-Fome;Jota Quest (Sony);2000
4162;Minha Alma (A Paz Que Eu Não Quero);O Rappa (Warner);2000
4163;Aluga-se;Titãs (Warner);2000
4164;O Mapa da Mina;Rumbora (Trama);2000
4165;Vê Se Volta Comigo;Cleiton & Camargo (EMI);2000
4166;Dizem Que A Felicidade;Art Popular (EMI);2000
4167;Santa Helena;Daniela Mercury (BMG);2000
4168;40 Graus;Twister (Abril);2000
4169;Depois;Pato Fu (BMG);2000
4170;Você Chegou;LS Jack (Indie);2000
4171;Hoje a Noite Não Tem Luar;Legião Urbana (EMI);2000
4172;Lady (Hear Me Tonight);Modjo (Universal);2000
4173;Primavera;Los Hermanos (Abril);2000
4174;Ojos Asi;Shakira (Sony);2000
4175;Tudo Que Vai;Capital Inicial (Abril);2000
4176;If Only;Hanson (Universal);2000
4177;(Mucho Mambo) Sway;Shaft (Universal);2000
4178;You're My #1;Enrique Iglesias/Sandy & Junior (Universal);2000
4179;Back At One;Brian McKnight & Ivete Sangalo (Universal);2000
4180;Estare Prendido En Tus Dedos;Skank (Sony);2000
4181;Tchan na Selva;É o Tchan (Universal);2000
4182;Primavera (Vai Chuva);Maurício Manieri (Abril);2000
4183;Sexbomb;Tom Jones with Mousse T. (Roadrunner);2000
4184;Beautiful Day;U2 (Universal);2000
4185;O Amor em Pedaços;Rita Lee (Universal);2000
4186;Da Boca Pra Fora;Zezé Di Camargo & Luciano (Sony);2000
4187;Shackless (Praise You);Mary Mary (Sony);2000
4188;Desafio;Belo (EMI);2000
4189;Vai Pirar;Jigaboo & Charlie Brown Jr. (Virgin);2000
4190;It's Gonna Be Me;N Sync (Virgin);2000
4191;That's The Way It Is;Celine Dion (Sony);2000
4192;Breathless;The Corrs (Universal);2000
4193;Tua Boca;Belo (EMI);2000
4194;Cordeirinho;Os Morenos (Universal);2000
4195;Amor Selvagem;Zezé Di Camargo & Luciano (Sony);2000
4196;Against All Odds (Take A Look At Me Now);Mariah Carey (Sony);2000
4197;Tic-Bom;Bom Balanço (Universal);2000
4198;Lembrança;Só no Sapatinho (Warner);2000
4199;Learn To Fly;Foo Fighters (BMG);2000
4200;Painted On My Heart;The Cult (Universal);2000
4201;This I Promise You;N Sync (Virgin);2000
4202;(Everything I Do) I Do It For You;Bryan Adams;1991
4203;More Than Words;Extreme;1991
4204;É o Amor;Zezé Di Camargo & Luciano;1991
4205;Noite Preta;Vange Leonel;1991
4206;Rush Rush;Paula Abdul;1991
4207;Gonna Make You Sweat (Everybody Dance Now);C&C Music Factory;1991
4208;Emotions;Mariah Carey;1991
4209;Swing da Cor;Daniela Mercury;1991
4210;Beija Eu;Marisa Monte;1991
4211;I've Been Thinking About You;Londonbeat;1991
4212;Get Here;Oleta Adams;1991
4213;W/Brasil (Chama o Síndico);Jorge Benjor;1991
4214;Sadeness Part 1;Enigma;1991
4215;Suga Suga;João Penca & Seus Miquinhos Amestrados;1991
4216;Where Does My Heart Beat Now;Celine Dion;1991
4217;Grand Hotel;Kid Abelha;1991
4218;The First Time;Surface;1991
4219;It Ain't Over 'Til It's Over;Lenny Kravitz;1991
4220;Paz na Cama;Leandro & Leonardo;1991
4221;I Don't Wanna Cry;Mariah Carey;1991
4222;All The Man That I Need;Whitney Houston;1991
4223;Cry For Help;Rick Astley;1991
4224;Wind Of Change;Scorpions;1991
4225;What's A Woman;Vaya Con Dios;1991
4226;I Wanna Sex You Up;Color Me Badd;1991
4227;Wicked Game;Chris Isaak;1991
4228;O Teatro dos Vampiros;Legião Urbana;1991
4229;Melô do Ricardão;M.C. Mr. Mu & Tião Macalé;1991
4230;Unforgettable;Natalie Cole & Nat King Cole;1991
4231;Losing My Religion;R.E.M.;1991
4232;Codinome Beija;Flor;1991
4233;Baby Baby;Amy Grant;1991
4234;Someday;Mariah Carey;1991
4235;Cartas;Roupa Nova;1991
4236;Good Vibrations;Marky Mark & The Funky Bunch;1991
4237;Não Vou Ficar;Kid Abelha;1991
4238;Olhos de Jade;Beto Guedes;1991
4239;A História do Sunda;M.C. Mr. Mu;1991
4240;Coming Out Of The Dark;Gloria Estefan;1991
4241;Felicidade Urgente;Elba Ramalho & Cládio Zoli;1991
4242;Unchained Melody;Righteous Brothers;1991
4243;Justify My Love;Madonna;1991
4244;Maria Chiquinha;Sandy & Junior;1991
4245;Acontecimentos;Marina;1991
4246;Set The Night To Music;Roberta Flack & Maxi Priest;1991
4247;Crazy;Seal;1991
4248;By My Side;INXS;1991
4249;I Adore Mi Amor;Color Me Badd;1991
4250;Don't Cry;Guns 'N Roses;1991
4251;Joyride;Roxette;1991
4252;Shiny Happy People;REM;1991
4253;Show Me The Way;Styx;1991
4254;Tom's Diner;DNA featuring Suzanne Vega;1991
4255;Something Got Me Started;Simply Red;1991
4256;Without You;Air Supply;1991
4257;Being Boring;Pet Shop Boys;1991
4258;3 AM Eternal;KLF;1991
4259;Cowboy do Asfalto;Chitãozinho & Xororó;1991
